@relation housing_train_cleaned_excel_1c

@attribute sqfeet numeric
@attribute demand numeric
@attribute sqfeet_cleaned numeric

@data
800,1,800
1407,1,?
3533,1,?
850,1,850
1281,1,1281
930,1,930
717,1,717
1816,1,?
717,1,717
600,1,600
4475,1,?
1000,1,1000
1200,1,1200
906,1,906
764,1,764
525,1,?
566,1,?
672,1,672
460,1,?
578,1,578
897,1,897
520,1,?
756,1,756
355,1,?
1749,1,?
912,1,912
600,1,600
440,1,?
4475,1,?
875,1,875
570,1,?
988,1,988
1816,1,?
650,1,650
721,1,721
938,1,938
615,1,615
639,1,639
740,1,740
776,1,776
1251,1,1251
2168,0,?
1281,1,1281
1008,1,1008
550,1,?
1281,1,1281
473,1,?
1325,1,1325
1692,1,?
1000,1,1000
660,1,660
1091,1,1091
473,1,?
473,1,?
473,1,?
720,1,720
1695,1,?
1550,1,?
2481,1,?
1337,1,1337
930,1,930
785,1,785
610,1,610
850,1,850
800,1,800
5000,0,?
875,1,875
915,1,915
1700,1,?
600,1,600
430,1,?
650,1,650
600,1,600
575,1,?
650,1,650
650,1,650
650,1,650
650,1,650
650,1,650
650,1,650
650,1,650
650,1,650
2975,0,?
960,1,960
650,1,650
850,1,850
850,1,850
650,1,650
650,1,650
650,1,650
650,1,650
600,1,600
690,1,690
1051,1,1051
750,1,750
1281,1,1281
760,1,760
600,1,600
800,1,800
450,1,?
800,1,800
1039,1,1039
930,1,930
900,1,900
1281,1,1281
800,1,800
862,1,862
1800,1,?
1064,1,1064
900,1,900
659,1,659
900,1,900
625,1,625
900,1,900
900,1,900
750,1,750
1032,1,1032
840,1,840
1472,0,?
659,1,659
659,1,659
408,1,?
900,1,900
250,1,?
450,1,?
1500,1,?
800,1,800
1281,1,1281
1065,1,1065
4650,1,?
1860,1,?
1350,1,1350
1500,0,?
900,1,900
1500,0,?
3000,1,?
600,1,600
1281,1,1281
3160,0,?
1550,1,?
750,1,750
750,1,750
900,1,900
1319,1,1319
2042,0,?
800,1,800
1281,1,1281
900,1,900
1281,1,1281
500,1,?
1281,1,1281
625,1,625
1427,1,?
750,1,750
923,1,923
650,1,650
923,1,923
625,1,625
625,1,625
700,1,700
610,1,610
473,1,?
659,1,659
750,1,750
1387,1,?
3160,0,?
900,1,900
775,1,775
750,1,750
650,1,650
1281,1,1281
756,1,756
3160,0,?
3160,0,?
755,1,755
660,1,660
983,1,983
743,1,743
3160,0,?
953,1,953
750,1,750
610,1,610
1500,1,?
550,1,?
610,1,610
875,1,875
400,1,?
983,1,983
770,1,770
659,1,659
750,1,750
923,1,923
667,1,667
980,1,980
1501,1,?
1013,1,1013
1013,1,1013
923,1,923
325,1,?
680,1,680
1800,1,?
983,1,983
408,1,?
650,1,650
650,1,650
610,1,610
672,1,672
700,1,700
700,1,700
1047,1,1047
680,1,680
667,1,667
500,1,?
1585,1,?
500,1,?
1013,1,1013
550,1,?
875,1,875
850,1,850
2343,1,?
1550,1,?
1547,1,?
985,1,985
1000,1,1000
1360,1,1360
1300,1,1300
1446,1,?
1360,1,1360
1920,1,?
1080,1,1080
750,1,750
750,1,750
2500,1,?
576,1,?
220,1,?
250,1,?
450,1,?
950,1,950
750,1,750
650,1,650
877,1,877
500,1,?
400,1,?
836,1,836
750,1,750
900,1,900
750,1,750
923,1,923
450,1,?
2200,1,?
659,1,659
550,1,?
750,1,750
550,1,?
400,1,?
550,1,?
420,1,?
750,1,750
743,1,743
953,1,953
4555,0,?
755,1,755
4555,0,?
1100,1,1100
672,1,672
659,1,659
950,1,950
2200,1,?
940,1,940
25,1,?
1350,1,1350
875,1,875
750,1,750
800,1,800
625,1,625
400,1,?
700,1,700
700,1,700
750,1,750
659,1,659
850,1,850
625,1,625
860,1,860
630,1,630
1352,1,1352
518,1,?
659,1,659
2007,1,?
750,1,750
518,1,?
518,1,?
800,1,800
659,1,659
800,1,800
524,1,?
659,1,659
650,1,650
2500,1,?
659,1,659
1021,1,1021
1281,1,1281
700,1,700
697,1,697
763,1,763
1281,1,1281
1281,1,1281
1281,1,1281
625,1,625
1800,0,?
625,1,625
625,1,625
430,1,?
1281,1,1281
625,1,625
2209,1,?
1281,1,1281
923,1,923
1281,1,1281
625,1,625
900,1,900
1036,1,1036
400,1,?
400,1,?
625,1,625
750,1,750
400,1,?
659,1,659
1200,1,1200
751,1,751
659,1,659
672,1,672
1197,1,1197
1100,1,1100
3160,1,?
875,1,875
1062,1,1062
659,1,659
659,1,659
750,1,750
659,1,659
750,1,750
750,1,750
825,1,825
750,1,750
750,1,750
750,1,750
650,1,650
1281,1,1281
518,1,?
1281,1,1281
1035,1,1035
1097,1,1097
750,1,750
625,1,625
625,1,625
625,1,625
850,1,850
1000,1,1000
1600,1,?
720,1,720
1281,1,1281
1025,1,1025
750,1,750
800,1,800
518,1,?
1281,1,1281
1281,1,1281
625,1,625
518,1,?
800,1,800
800,1,800
800,1,800
800,1,800
750,1,750
430,1,?
625,1,625
630,1,630
800,1,800
518,1,?
800,1,800
800,1,800
800,1,800
820,1,820
610,1,610
743,1,743
953,1,953
518,1,?
923,1,923
1200,1,1200
1000,1,1000
960,1,960
430,1,?
1280,1,1280
659,1,659
672,1,672
750,1,750
820,1,820
625,1,625
860,1,860
630,1,630
1281,1,1281
3600,1,?
1281,1,1281
1281,1,1281
360,1,?
900,1,900
1176,1,1176
1176,1,1176
1010,1,1010
1010,1,1010
575,1,?
650,1,650
651,1,651
750,1,750
625,1,625
1400,1,?
925,1,925
820,1,820
945,1,945
1411,1,?
625,1,625
1010,1,1010
1176,1,1176
1100,1,1100
610,1,610
659,1,659
450,1,?
900,1,900
672,1,672
525,1,?
1281,1,1281
650,1,650
1281,1,1281
610,1,610
750,1,750
667,1,667
1281,1,1281
680,1,680
3160,0,?
625,1,625
417,1,?
1000,1,1000
2450,1,?
2000,1,?
860,1,860
875,1,875
672,1,672
659,1,659
750,1,750
625,1,625
1200,1,1200
1010,1,1010
900,1,900
900,1,900
700,1,700
700,1,700
800,1,800
625,1,625
800,1,800
923,1,923
600,1,600
659,1,659
750,1,750
860,1,860
650,1,650
2700,0,?
960,1,960
625,1,625
625,1,625
1013,1,1013
945,1,945
330,1,?
925,1,925
625,1,625
672,1,672
400,1,?
659,1,659
3160,1,?
610,1,610
2200,1,?
2000,1,?
1035,1,1035
1000,1,1000
945,1,945
900,1,900
1299,1,1299
617,1,617
600,1,600
2000,1,?
1199,1,1199
1200,1,1200
1709,1,?
750,1,750
980,1,980
999,1,999
1299,1,1299
861,1,861
1350,1,1350
1020,1,1020
984,1,984
930,1,930
917,1,917
911,1,911
650,1,650
582,1,582
973,1,973
812,1,812
1320,1,1320
975,1,975
832,1,832
832,1,832
990,1,990
1030,1,1030
1199,1,1199
1010,1,1010
715,1,715
1010,1,1010
944,1,944
1020,1,1020
874,1,874
1000,1,1000
1500,1,?
770,1,770
984,1,984
1203,1,1203
633,1,633
861,1,861
890,1,890
955,1,955
984,1,984
1400,1,?
570,1,?
1050,1,1050
930,1,930
1012,1,1012
1006,1,1006
984,1,984
980,1,980
1006,1,1006
537,1,?
630,1,630
951,1,951
951,1,951
953,1,953
1622,1,?
951,1,951
949,1,949
951,1,951
999,1,999
862,1,862
1203,1,1203
893,1,893
1213,1,1213
1330,1,1330
1786,1,?
1000,1,1000
1000,1,1000
1488,1,?
999,1,999
1510,1,?
1568,1,?
917,1,917
760,1,760
1000,1,1000
1500,1,?
630,1,630
1100,1,1100
1390,1,?
1134,1,1134
955,1,955
820,1,820
979,1,979
850,1,850
999,1,999
925,1,925
725,1,725
690,1,690
2200,1,?
916,1,916
917,1,917
860,1,860
603,1,603
1500,1,?
800,1,800
1000,1,1000
1200,1,1200
1200,1,1200
1100,1,1100
880,1,880
1020,1,1020
779,1,779
1213,1,1213
922,1,922
1622,1,?
1518,1,?
1000,1,1000
1045,1,1045
760,1,760
1074,1,1074
875,1,875
1115,1,1115
785,1,785
1200,0,1200
1203,1,1203
1134,1,1134
1500,1,?
640,1,640
981,1,981
565,1,?
700,1,700
1709,1,?
1232,1,1232
955,1,955
624,1,624
874,1,874
1012,1,1012
1010,1,1010
1350,1,1350
1012,1,1012
1450,1,?
1020,1,1020
890,1,890
1020,1,1020
1390,1,?
805,1,805
1071,1,1071
1050,1,1050
1125,1,1125
899,1,899
980,1,980
980,1,980
980,1,980
980,1,980
1300,1,1300
909,1,909
750,1,750
1260,1,1260
1113,1,1113
743,1,743
706,1,706
973,1,973
880,1,880
833,1,833
1660,1,?
2500,1,?
980,1,980
1003,1,1003
680,1,680
500,1,?
789,1,789
1092,1,1092
889,1,889
999,1,999
1510,1,?
909,1,909
1016,1,1016
984,1,984
984,1,984
1005,1,1005
640,1,640
1318,1,1318
1012,1,1012
1430,1,?
1003,1,1003
1430,1,?
2096,1,?
999,1,999
633,1,633
973,1,973
1000,1,1000
1010,1,1010
691,1,691
1035,1,1035
984,1,984
743,1,743
1510,1,?
1010,1,1010
1350,1,1350
1037,1,1037
1510,1,?
890,1,890
855,1,855
835,1,835
1012,1,1012
512,1,?
909,1,909
715,1,715
955,1,955
1203,1,1203
1706,1,?
1012,1,1012
1100,1,1100
1010,1,1010
1065,1,1065
800,1,800
900,1,900
300,1,?
1199,1,1199
1000,1,1000
1065,1,1065
582,1,582
1033,1,1033
925,1,925
740,1,740
1086,1,1086
400,1,?
1100,1,1100
973,1,973
1510,1,?
1350,1,1350
984,1,984
600,1,600
1090,1,1090
1213,1,1213
990,1,990
1350,1,1350
1200,1,1200
1430,1,?
999,1,999
1414,1,?
944,1,944
1510,1,?
1518,1,?
944,1,944
800,1,800
909,1,909
1290,0,1290
797,1,797
984,1,984
1430,1,?
1012,1,1012
1020,1,1020
1012,1,1012
1203,1,1203
911,1,911
1020,1,1020
637,1,637
999,1,999
1199,1,1199
400,1,?
1120,1,1120
955,1,955
691,1,691
944,1,944
984,1,984
320,1,?
691,1,691
1213,1,1213
1870,1,?
1098,1,1098
917,1,917
330,1,?
899,1,899
600,1,600
1709,1,?
1394,1,?
740,1,740
740,1,740
1709,1,?
900,1,900
639,1,639
1113,1,1113
899,1,899
1010,1,1010
1200,1,1200
1010,1,1010
1510,1,?
917,1,917
1010,1,1010
1010,1,1010
1020,1,1020
917,1,917
917,1,917
1510,1,?
1350,1,1350
1010,1,1010
680,1,680
1602,1,?
1020,1,1020
900,1,900
1012,1,1012
1414,1,?
930,1,930
1510,1,?
917,1,917
1010,1,1010
925,1,925
944,1,944
1012,1,1012
1012,1,1012
1012,1,1012
1012,1,1012
1400,1,?
1010,1,1010
1510,1,?
1210,1,1210
691,1,691
1706,1,?
647,1,647
955,1,955
700,1,700
1010,1,1010
570,1,?
1003,1,1003
743,1,743
1010,1,1010
537,1,?
900,1,900
400,1,?
1010,1,1010
1510,1,?
1113,1,1113
789,1,789
1003,1,1003
1350,1,1350
984,1,984
1350,1,1350
1024,1,1024
1012,1,1012
1709,1,?
805,1,805
1162,1,1162
1350,1,1350
1041,1,1041
922,1,922
1100,1,1100
914,1,914
1000,1,1000
984,1,984
1105,1,1105
833,1,833
760,1,760
855,1,855
1119,1,1119
1199,1,1199
1010,1,1010
1488,1,?
973,1,973
876,1,876
1800,1,?
582,1,582
1430,1,?
955,1,955
1299,1,1299
1140,1,1140
1430,1,?
1510,1,?
750,1,750
880,1,880
960,1,960
1260,1,1260
960,1,960
1010,1,1010
760,1,760
715,1,715
1020,1,1020
1020,1,1020
1203,1,1203
1012,1,1012
900,1,900
633,1,633
1012,1,1012
1706,1,?
1300,1,1300
909,1,909
1010,1,1010
1430,1,?
1020,1,1020
1622,1,?
1213,1,1213
1000,1,1000
1020,1,1020
1010,1,1010
537,1,?
1010,1,1010
1012,1,1012
917,1,917
1003,1,1003
862,1,862
1041,1,1041
1430,1,?
1045,1,1045
1413,1,?
720,1,720
1028,1,1028
1203,1,1203
1500,1,?
1330,1,1330
1350,1,1350
691,1,691
1170,1,1170
1210,1,1210
740,1,740
1100,1,1100
450,1,?
725,1,725
875,1,875
917,1,917
1162,1,1162
2000,1,?
833,1,833
877,1,877
1200,1,1200
954,1,954
1120,1,1120
850,1,850
690,1,690
760,1,760
175,0,?
500,1,?
1000,0,1000
1706,1,?
833,1,833
1065,1,1065
1928,1,?
900,1,900
1098,1,1098
700,1,700
925,1,925
700,1,700
900,1,900
1709,1,?
1381,1,?
950,1,950
650,1,650
2000,0,?
875,1,875
691,1,691
1003,1,1003
2100,1,?
875,1,875
1115,1,1115
1070,1,1070
898,1,898
1260,1,1260
1041,1,1041
565,1,?
1575,1,?
690,1,690
1300,1,1300
1390,1,?
785,1,785
955,1,955
625,1,625
749,1,749
1000,1,1000
1176,1,1176
1664,0,?
804,1,804
975,1,975
740,1,740
1010,1,1010
694,1,694
805,1,805
955,1,955
973,1,973
1024,1,1024
2000,1,?
1033,1,1033
922,1,922
899,1,899
875,1,875
750,1,750
1080,1,1080
745,1,745
997,1,997
900,1,900
940,1,940
935,1,935
1280,1,1280
1122,1,1122
1122,1,1122
1360,1,1360
997,1,997
900,1,900
1138,1,1138
830,1,830
960,1,960
1050,1,1050
1050,1,1050
820,1,820
1365,1,?
940,1,940
850,1,850
1396,1,?
1365,1,?
732,1,732
1396,1,?
893,1,893
1413,1,?
935,1,935
997,1,997
940,1,940
935,1,935
900,1,900
388,1,?
1050,1,1050
1100,1,1100
1413,1,?
1365,1,?
820,1,820
1050,1,1050
1080,1,1080
800,1,800
732,1,732
960,1,960
900,1,900
940,1,940
935,1,935
1138,1,1138
800,1,800
1122,1,1122
1185,1,1185
890,1,890
745,1,745
900,1,900
1396,1,?
1000,1,1000
1067,1,1067
1396,1,?
890,1,890
900,1,900
1080,1,1080
960,1,960
1050,1,1050
946,1,946
1365,1,?
820,1,820
1050,1,1050
997,1,997
890,1,890
900,1,900
935,1,935
1116,1,1116
940,1,940
997,1,997
1043,1,1043
1122,1,1122
935,1,935
745,1,745
1050,1,1050
890,1,890
820,1,820
890,1,890
960,1,960
1500,1,?
1365,1,?
940,1,940
960,1,960
890,1,890
1080,1,1080
893,1,893
1160,1,1160
893,1,893
900,1,900
900,1,900
745,1,745
1413,1,?
1932,1,?
745,1,745
1050,1,1050
745,1,745
820,1,820
900,1,900
940,1,940
750,1,750
1365,1,?
890,1,890
940,1,940
900,1,900
1066,1,1066
714,1,714
1050,1,1050
1160,1,1160
890,1,890
1365,1,?
890,1,890
820,1,820
890,1,890
960,1,960
450,1,?
940,1,940
1413,1,?
388,1,?
778,1,778
1413,1,?
1362,0,1362
745,1,745
1414,1,?
1410,1,?
1413,1,?
1365,1,?
1073,1,1073
820,1,820
1050,1,1050
1080,1,1080
900,1,900
1122,1,1122
1175,1,1175
1080,1,1080
1065,1,1065
1080,1,1080
960,1,960
1365,1,?
997,1,997
1073,1,1073
820,1,820
1050,1,1050
1122,1,1122
1050,1,1050
1413,1,?
1116,1,1116
1175,1,1175
1413,1,?
900,1,900
960,1,960
1080,1,1080
820,1,820
714,1,714
1365,1,?
1050,1,1050
1067,1,1067
1116,1,1116
997,1,997
1175,1,1175
50000,1,?
1413,1,?
935,1,935
935,1,935
1413,1,?
745,1,745
900,1,900
820,1,820
1050,1,1050
960,1,960
960,1,960
935,1,935
1080,1,1080
900,1,900
1050,1,1050
1413,1,?
1066,1,1066
714,1,714
997,1,997
1067,1,1067
1202,1,1202
1413,1,?
1138,1,1138
1396,1,?
732,1,732
1080,1,1080
960,1,960
1413,1,?
1138,1,1138
1050,1,1050
1365,1,?
820,1,820
997,1,997
1256,0,1256
820,1,820
935,1,935
1185,1,1185
935,1,935
1413,1,?
745,1,745
940,1,940
820,1,820
940,1,940
1425,1,?
960,1,960
1137,0,1137
1050,1,1050
1245,0,1245
900,1,900
900,1,900
1080,1,1080
960,1,960
1050,1,1050
1365,1,?
820,1,820
997,1,997
1365,1,?
960,1,960
820,1,820
1050,1,1050
1365,1,?
1050,1,1050
1138,1,1138
1160,1,1160
900,1,900
890,1,890
1122,1,1122
900,1,900
1080,1,1080
960,1,960
1050,1,1050
1365,1,?
820,1,820
900,1,900
1175,1,1175
997,1,997
1138,1,1138
1413,1,?
1050,1,1050
890,1,890
1122,1,1122
900,1,900
900,1,900
1050,1,1050
1050,1,1050
1080,1,1080
820,1,820
820,1,820
820,1,820
1365,1,?
756,1,756
1080,1,1080
960,1,960
1365,1,?
820,1,820
1050,1,1050
820,1,820
1050,1,1050
1160,1,1160
1365,1,?
960,1,960
1080,1,1080
900,1,900
900,1,900
1080,1,1080
694,1,694
960,1,960
820,1,820
1050,1,1050
1365,1,?
890,1,890
388,1,?
1006,1,1006
1080,1,1080
1365,1,?
820,1,820
1050,1,1050
1435,0,?
900,1,900
1413,1,?
820,1,820
1365,1,?
1080,1,1080
960,1,960
900,1,900
900,1,900
1413,1,?
1122,1,1122
1413,1,?
1067,1,1067
900,1,900
750,1,750
1080,1,1080
900,1,900
960,1,960
820,1,820
1050,1,1050
1413,1,?
877,1,877
1067,1,1067
1122,1,1122
900,1,900
1872,0,?
890,1,890
997,1,997
1200,1,1200
960,1,960
1050,1,1050
1365,1,?
820,1,820
1050,1,1050
900,1,900
960,1,960
800,1,800
1080,1,1080
1365,1,?
820,1,820
1050,1,1050
1122,1,1122
1050,1,1050
1365,1,?
960,1,960
1365,1,?
1080,1,1080
900,1,900
940,1,940
1138,1,1138
694,1,694
960,1,960
960,1,960
1080,1,1080
820,1,820
1050,1,1050
1365,1,?
1200,1,1200
1093,1,1093
940,1,940
900,1,900
1080,1,1080
1365,1,?
1050,1,1050
820,1,820
1080,1,1080
890,1,890
1175,1,1175
1413,1,?
820,1,820
1050,1,1050
960,1,960
1080,1,1080
900,1,900
1122,1,1122
900,1,900
960,1,960
1080,1,1080
820,1,820
1365,1,?
1050,1,1050
997,1,997
900,1,900
900,1,900
1122,1,1122
1236,1,1236
900,1,900
960,1,960
960,1,960
1080,1,1080
1365,1,?
1080,1,1080
1644,1,?
1365,1,?
1050,1,1050
960,1,960
960,1,960
1080,1,1080
900,1,900
900,1,900
745,1,745
900,1,900
1122,1,1122
900,1,900
960,1,960
960,1,960
1080,1,1080
1050,1,1050
820,1,820
1365,1,?
820,1,820
800,1,800
800,1,800
1050,1,1050
694,1,694
820,1,820
1365,1,?
1122,1,1122
820,1,820
1365,1,?
694,1,694
960,1,960
960,1,960
960,1,960
900,1,900
900,1,900
388,1,?
694,1,694
745,1,745
1122,1,1122
900,1,900
900,1,900
900,1,900
1406,1,?
960,1,960
960,1,960
1050,1,1050
820,1,820
1365,1,?
893,1,893
1406,1,?
1080,1,1080
893,1,893
820,1,820
1050,1,1050
1413,1,?
1175,1,1175
1015,1,1015
820,1,820
1050,1,1050
1365,1,?
960,1,960
960,1,960
900,1,900
795,1,795
900,1,900
1376,1,?
1887,0,?
997,1,997
1126,0,1126
900,1,900
900,1,900
1175,1,1175
960,1,960
960,1,960
820,1,820
1365,1,?
1050,1,1050
1050,1,1050
960,1,960
1073,1,1073
960,1,960
1080,1,1080
940,1,940
1122,1,1122
900,1,900
960,1,960
780,1,780
960,1,960
1080,1,1080
1050,1,1050
820,1,820
1365,1,?
1754,1,?
1413,1,?
1413,1,?
960,1,960
1138,1,1138
1413,1,?
820,1,820
694,1,694
1365,1,?
1050,1,1050
960,1,960
960,1,960
1080,1,1080
900,1,900
900,1,900
1120,1,1120
1413,1,?
890,1,890
900,1,900
960,1,960
960,1,960
1160,1,1160
1080,1,1080
1050,1,1050
820,1,820
1365,1,?
1413,1,?
960,1,960
1000,1,1000
388,1,?
1413,1,?
1243,0,1243
1050,1,1050
1365,1,?
1080,1,1080
960,1,960
960,1,960
900,1,900
900,1,900
997,1,997
1050,1,1050
820,1,820
900,1,900
388,1,?
1365,1,?
1080,1,1080
960,1,960
960,1,960
900,1,900
1050,1,1050
1067,1,1067
1050,1,1050
1175,1,1175
900,1,900
1080,1,1080
960,1,960
960,1,960
820,1,820
1365,1,?
960,1,960
1138,1,1138
940,1,940
1080,1,1080
1067,1,1067
1116,1,1116
1365,1,?
900,1,900
900,1,900
1160,1,1160
960,1,960
820,1,820
1365,1,?
1050,1,1050
960,1,960
1122,1,1122
1006,1,1006
1080,1,1080
960,1,960
960,1,960
820,1,820
1050,1,1050
1365,1,?
960,1,960
1365,1,?
997,1,997
940,1,940
960,1,960
900,1,900
900,1,900
1256,0,1256
1138,1,1138
1413,1,?
1080,1,1080
960,1,960
960,1,960
1365,1,?
820,1,820
1050,1,1050
1067,1,1067
900,1,900
960,1,960
960,1,960
1006,1,1006
1365,1,?
820,1,820
1050,1,1050
1116,1,1116
940,1,940
900,1,900
900,1,900
1080,1,1080
960,1,960
960,1,960
820,1,820
1050,1,1050
960,1,960
1365,1,?
1365,1,?
1050,1,1050
1365,1,?
1080,1,1080
400,1,?
900,1,900
900,1,900
890,1,890
900,1,900
1067,1,1067
820,1,820
1116,1,1116
1080,1,1080
960,1,960
960,1,960
997,1,997
1050,1,1050
900,1,900
1050,1,1050
940,1,940
1050,1,1050
820,1,820
890,1,890
1116,1,1116
1160,1,1160
1365,1,?
820,1,820
1080,1,1080
960,1,960
960,1,960
900,1,900
900,1,900
900,1,900
1175,1,1175
900,1,900
900,1,900
1080,1,1080
694,1,694
960,1,960
960,1,960
1050,1,1050
1365,1,?
820,1,820
1138,1,1138
1060,1,1060
900,1,900
900,1,900
1080,1,1080
960,1,960
960,1,960
820,1,820
1256,0,1256
1365,1,?
1050,1,1050
960,1,960
960,1,960
900,1,900
960,1,960
732,1,732
1050,1,1050
1164,0,1164
900,1,900
1080,1,1080
1067,1,1067
1293,1,1293
1175,1,1175
1293,1,1293
1432,1,?
1116,1,1116
960,1,960
960,1,960
900,1,900
820,1,820
1365,1,?
1050,1,1050
1050,1,1050
1413,1,?
1365,1,?
1195,1,1195
820,1,820
1050,1,1050
1050,1,1050
1080,1,1080
960,1,960
960,1,960
900,1,900
610,1,610
900,1,900
1122,1,1122
900,1,900
900,1,900
1080,1,1080
960,1,960
960,1,960
820,1,820
1050,1,1050
1365,1,?
1122,1,1122
900,1,900
725,1,725
1080,1,1080
960,1,960
960,1,960
820,1,820
1050,1,1050
1365,1,?
960,1,960
893,1,893
1122,1,1122
1413,1,?
940,1,940
940,1,940
1080,1,1080
893,1,893
1122,1,1122
900,1,900
1080,1,1080
960,1,960
960,1,960
972,1,972
820,1,820
1365,1,?
1365,1,?
1280,1,1280
1122,1,1122
1280,1,1280
820,1,820
1050,1,1050
1365,1,?
900,1,900
1245,1,1245
1365,1,?
1213,1,1213
960,1,960
960,1,960
900,1,900
1122,1,1122
1280,1,1280
960,1,960
1073,1,1073
1080,1,1080
960,1,960
960,1,960
820,1,820
1050,1,1050
1365,1,?
960,1,960
900,1,900
1413,1,?
1122,1,1122
960,1,960
960,1,960
960,1,960
820,1,820
1050,1,1050
1365,1,?
960,1,960
1413,1,?
890,1,890
1100,1,1100
1413,1,?
820,1,820
1050,1,1050
1365,1,?
1365,1,?
1080,1,1080
694,1,694
900,1,900
900,1,900
1080,1,1080
960,1,960
960,1,960
820,1,820
1050,1,1050
1365,1,?
900,1,900
900,1,900
1080,1,1080
960,1,960
960,1,960
694,1,694
1365,1,?
820,1,820
1050,1,1050
900,1,900
1080,1,1080
900,1,900
1073,1,1073
960,1,960
960,1,960
900,1,900
1080,1,1080
960,1,960
960,1,960
765,1,765
820,1,820
1050,1,1050
1365,1,?
820,1,820
1122,1,1122
1732,1,?
1413,1,?
1293,1,1293
1080,1,1080
960,1,960
960,1,960
1365,1,?
820,1,820
1050,1,1050
1122,1,1122
1050,1,1050
1080,1,1080
960,1,960
960,1,960
725,1,725
900,1,900
900,1,900
1122,1,1122
1080,1,1080
820,1,820
960,1,960
960,1,960
820,1,820
1050,1,1050
1365,1,?
960,1,960
1080,1,1080
960,1,960
960,1,960
900,1,900
1122,1,1122
1413,1,?
900,1,900
1080,1,1080
960,1,960
960,1,960
820,1,820
1050,1,1050
1365,1,?
1413,1,?
725,1,725
900,1,900
1080,1,1080
960,1,960
1050,1,1050
1050,1,1050
1413,1,?
370,1,?
1365,1,?
1122,1,1122
820,1,820
1138,1,1138
1122,1,1122
694,1,694
900,1,900
1080,1,1080
960,1,960
960,1,960
1050,1,1050
960,1,960
1365,1,?
820,1,820
1138,1,1138
900,1,900
1080,1,1080
960,1,960
1050,1,1050
1050,1,1050
1365,1,?
820,1,820
1122,1,1122
1138,1,1138
900,1,900
1080,1,1080
960,1,960
960,1,960
1050,1,1050
1050,1,1050
1020,1,1020
1365,1,?
1050,1,1050
1122,1,1122
1138,1,1138
1122,1,1122
783,1,783
1010,1,1010
645,1,645
1073,1,1073
1090,1,1090
1195,1,1195
1196,1,1196
700,1,700
783,1,783
755,1,755
1010,1,1010
479,1,?
1244,1,1244
806,1,806
1073,1,1073
845,1,845
799,1,799
710,1,710
553,1,?
553,1,?
1040,1,1040
1468,1,?
1073,1,1073
1479,1,?
750,1,750
860,1,860
1196,1,1196
1236,1,1236
700,1,700
860,1,860
1040,1,1040
1233,1,1233
1106,1,1106
1406,1,?
1213,1,1213
930,1,930
1100,1,1100
750,1,750
1710,0,?
1010,1,1010
897,1,897
1020,1,1020
897,1,897
1237,1,1237
1073,1,1073
1479,1,?
700,1,700
597,1,597
1090,1,1090
930,1,930
1195,1,1195
1006,1,1006
1075,1,1075
1040,1,1040
1010,1,1010
1244,1,1244
710,1,710
1213,1,1213
750,1,750
750,1,750
1020,1,1020
860,1,860
1406,1,?
1237,1,1237
1185,1,1185
479,1,?
1196,1,1196
700,1,700
860,1,860
1020,1,1020
1020,1,1020
1468,1,?
930,1,930
1406,1,?
930,1,930
1247,1,1247
700,1,700
750,1,750
522,1,?
1195,1,1195
650,1,650
1479,1,?
1106,1,1106
1468,1,?
1020,1,1020
1090,1,1090
1090,1,1090
750,1,750
1073,1,1073
1195,1,1195
1237,1,1237
780,1,780
1006,1,1006
860,1,860
597,1,597
750,1,750
930,1,930
1237,1,1237
800,1,800
1100,1,1100
930,1,930
1006,1,1006
680,1,680
950,1,950
1040,1,1040
1010,1,1010
1237,1,1237
750,1,750
1073,1,1073
877,1,877
2120,1,?
597,1,597
2280,1,?
1195,1,1195
1075,1,1075
1237,1,1237
1247,1,1247
806,1,806
790,1,790
1090,1,1090
1330,1,1330
1010,1,1010
780,1,780
520,1,?
868,1,868
875,1,875
750,1,750
880,1,880
1242,1,1242
1185,1,1185
1213,1,1213
1075,1,1075
2089,0,?
750,1,750
1350,1,1350
868,1,868
930,1,930
1073,1,1073
795,1,795
750,1,750
1468,1,?
806,1,806
1090,1,1090
1710,0,?
897,1,897
546,1,?
1247,1,1247
1075,1,1075
1020,1,1020
1244,1,1244
1040,1,1040
1075,1,1075
710,1,710
1247,1,1247
1090,1,1090
704,1,704
750,1,750
1040,1,1040
930,1,930
553,1,?
897,1,897
1020,1,1020
1330,1,1330
1006,1,1006
700,1,700
836,1,836
1090,1,1090
1195,1,1195
780,1,780
1010,1,1010
522,1,?
885,1,885
1330,1,1330
1468,1,?
860,1,860
1237,1,1237
930,1,930
1710,0,?
885,1,885
750,1,750
1075,1,1075
897,1,897
575,1,?
836,1,836
1000,1,1000
1075,1,1075
790,1,790
795,1,795
645,1,645
1075,1,1075
795,1,795
1075,1,1075
877,1,877
1106,1,1106
783,1,783
795,1,795
1106,1,1106
795,1,795
1075,1,1075
897,1,897
1075,1,1075
795,1,795
783,1,783
1075,1,1075
1100,1,1100
1100,1,1100
795,1,795
1075,1,1075
2089,1,?
877,1,877
940,1,940
1106,1,1106
795,1,795
1106,1,1106
645,1,645
1075,1,1075
795,1,795
1106,1,1106
1120,1,1120
1247,1,1247
795,1,795
1075,1,1075
1247,1,1247
795,1,795
1075,1,1075
1247,1,1247
479,1,?
1075,1,1075
1632,1,?
553,1,?
1710,0,?
889,1,889
